family,topo_name,size_param,tpattern,n_servers,n_switches,switch_radix,n_links,path_mean,path_std,path_max,hop_mean,hop_std,flows_link_mean,flows_link_std,flows_link_max,flows_bottleneck,flows_over_mean,p_flows_connected
SlimFly,slimfly_5,5,alltoone,200.0,50.0,11.0,750.0,3.81,0.495102,4.0,0.995,0.070711,1.016,7.767122,199.0,200.0,39370.07874,100.0
SlimFly,slimfly_5,5,hotregion_10,200.0,50.0,11.0,750.0,3.6666666666666665,0.7952513333333333,4.0,0.9666666666666667,0.10540933333333334,0.048888999999999995,0.223801,2.0,24322.222222333334,818713.4502923334,100.0
SlimFly,slimfly_5,5,hotregion_100,200.0,50.0,11.0,750.0,3.776666666666667,0.567693,4.0,0.9899999999999999,0.080235,0.5035553333333334,0.7388873333333333,5.0,8528.571428666668,79440.421819,100.0
SlimFly,slimfly_5,5,hotregion_500,200.0,50.0,11.0,750.0,3.8153333333333332,0.478752,4.0,0.996,0.06173566666666667,2.5435556666666668,2.0139603333333334,12.666666666666666,3146.581197,15726.330659666666,100.0
SlimFly,slimfly_5,5,onetoall,200.0,50.0,11.0,750.0,3.81,0.495102,4.0,0.995,0.070711,1.016,7.767122,199.0,200.0,39370.07874,100.0
SlimFly,slimfly_5,5,random_10000,200.0,50.0,11.0,750.0,3.802766666666667,0.5071786666666667,4.0,0.9944000000000001,0.07454666666666666,50.703555333333334,7.256331666666667,75.33333333333333,528.9061330000001,788.8997833333333,100.0
SlimFly,slimfly_5,5,random_100000,200.0,50.0,11.0,750.0,3.810306666666667,0.49388699999999996,4.0,0.9949966666666666,0.07055533333333334,508.04088866666666,25.73365,589.6666666666666,67.50645333333334,78.73382166666666,100.0
SlimFly,slimfly_5,5,random_5000,200.0,50.0,11.0,750.0,3.8036,0.5126473333333333,4.0,0.9938666666666668,0.07793066666666666,25.357333333333333,5.055187666666666,44.333333333333336,900.7890366666667,1577.455772,100.0
SlimFly,slimfly_5,5,random_50000,200.0,50.0,11.0,750.0,3.809786666666666,0.495093,4.0,0.9949333333333333,0.07098933333333333,253.98577799999998,17.310159,308.6666666666667,128.95741766666666,157.489183,100.0
SlimFly,slimfly_5,5,shift_1,200.0,50.0,11.0,750.0,2.4,0.736691,4.0,1.0,0.0,0.64,0.520347,2.0,19900.0,62500.0,100.0
SlimFly,slimfly_5,5,shift_10,200.0,50.0,11.0,750.0,3.75,0.434099,4.0,1.0,0.0,1.0,0.869295,4.0,9950.0,40000.0,100.0
SlimFly,slimfly_5,5,shift_100,200.0,50.0,11.0,750.0,3.7999999999999994,0.4010040000000001,4.0,1.0,0.0,1.013333,1.195154,4.0,9950.0,39473.684211,100.0
